BugID,Bug ID Link,Vulnerability ID,Changeset ID
1166924,https://hg.mozilla.org/mozilla-central/rev/635ef933d0d5,CVE-2015-2722,635ef933d0d519ff0df2f9044400792d9bfa67af
1166924,https://hg.mozilla.org/mozilla-central/rev/0facd655bce5,CVE-2015-2722,0facd655bce5f6e95f296b2599c2284049b06531
1167332,https://hg.mozilla.org/mozilla-central/rev/29cc4d75104b,CVE-2015-2737,29cc4d75104bff31ae9edb34edc102cd9be00637
1167356,https://hg.mozilla.org/mozilla-central/rev/2bb563092098,CVE-2015-2738,2bb563092098397f988f6472773dbf615b2eadd1
1167888,https://hg.mozilla.org/mozilla-central/rev/1c29eb9667ed,CVE-2015-2736,1c29eb9667ed7238bc98b3e1d2e2d2d3e4cfaab3
1168959,https://hg.mozilla.org/mozilla-central/rev/13f5dda0175b,CVE-2015-4517,13f5dda0175b98b8d45a27171b050bf0c9b049fa
1169867,https://hg.mozilla.org/mozilla-central/rev/ed789bed05b5,CVE-2015-2733,ed789bed05b5180bd1d10311beb346d6d1f020f3
1169867,https://hg.mozilla.org/mozilla-central/rev/281a5a64be5e,CVE-2015-2733,281a5a64be5e4c30d551c3605f996352ee0cc483
1170246,https://hg.mozilla.org/mozilla-central/rev/3b73bf339093,CVE-2015-4521,3b73bf339093cd9e1c43b6b6c3b5750ca27297d0
1170390,https://hg.mozilla.org/mozilla-central/rev/633cf3feabcb,CVE-2015-4512,633cf3feabcbd703b6837d4cb9ca409d07129dce
1170390,https://hg.mozilla.org/mozilla-central/rev/daaedf8c20db,CVE-2015-4512,daaedf8c20db7248d9275c9349f841b7b9d7000e
1170390,https://hg.mozilla.org/mozilla-central/rev/dcb8ffba9246,CVE-2015-4512,dcb8ffba924659d92807683adc0c064a0c55bc70
1170390,https://hg.mozilla.org/mozilla-central/rev/d11f38342819,CVE-2015-4512,d11f383428198a325fbf41bd7ca92c6a9f504200
1170794,https://hg.mozilla.org/mozilla-central/rev/d87836297505,CVE-2015-4522,d8783629750506b806611ea15c368771fb847f33
1170794,https://hg.mozilla.org/mozilla-central/rev/d772d098a392,CVE-2015-4522,d772d098a392c569e854b81b27e24f97c4619e14
1170809,https://hg.mozilla.org/mozilla-central/rev/5e9a6613f8ed,CVE-2015-2740,5e9a6613f8ed9456c5b99b696b93c2f510c4f385
1171518,https://hg.mozilla.org/mozilla-central/rev/98c0d3e9c6f1,CVE-2015-4481,98c0d3e9c6f19ec2a10370093d74a9105145d5c9
1171540,https://hg.mozilla.org/mozilla-central/rev/e815b262f9ac,CVE-2015-4484,e815b262f9ac0f747a09f36ddeca39540bb89b45
1171540,https://hg.mozilla.org/mozilla-central/rev/41142f760914,CVE-2015-4484,41142f760914e985075456d04e37e984cb8603d2
1171603,https://hg.mozilla.org/mozilla-central/rev/9d8209f754df,CVE-2015-4487,9d8209f754dfba60033461b65508066c76609928
1172055,https://hg.mozilla.org/mozilla-central/rev/a9e266811633,CVE-2015-7174,a9e266811633fa2b0e589fd6f09c560e98b99f54
1172189,https://hg.mozilla.org/mozilla-central/rev/4c18b9c2c98c,CVE-2015-7175,4c18b9c2c98cb05fbd40b002b20cabde78e1b85a
1172397,https://hg.mozilla.org/mozilla-central/rev/60b6d9795c7a,CVE-2015-2732,60b6d9795c7a7c3d3e50c10790929d4479adc1ae
1174479,https://hg.mozilla.org/mozilla-central/rev/6961dc3eba19,CVE-2015-7176,6961dc3eba19885d44e16d28d908cdbf8ca98c44
1175396,https://hg.mozilla.org/mozilla-central/rev/25bb4971646c,CVE-2015-4475,25bb4971646c3850be9e171ed3e27f0ec7724330
1176270,https://hg.mozilla.org/mozilla-central/rev/2afd5728f13a,CVE-2015-4488,2afd5728f13aebe9c2daa85dd831b4e4ac2ac121
1176340,https://hg.mozilla.org/mozilla-central/rev/aff89c5a3121,CVE-2016-1976,aff89c5a3121cd1e0882660f930b5076fad05c82
1177861,https://hg.mozilla.org/mozilla-central/rev/66bf3e9e71d4,CVE-2015-4505,66bf3e9e71d4d1730c15bbdd0448b91c8c1a15b8
1178033,https://hg.mozilla.org/mozilla-central/rev/e4b9e72f934f,CVE-2015-7220,e4b9e72f934f864375d03732d6923bb06f4e8d35
1178058,https://hg.mozilla.org/mozilla-central/rev/b9a02fdb75a5,CVE-2015-4495,b9a02fdb75a5ead0db9a726edb9c4dc814f1be48
1179484,https://hg.mozilla.org/mozilla-central/rev/9f989aba3e6e,CVE-2015-4477,9f989aba3e6e156bf6e61e49390d1cabaffe237a
1182723,https://hg.mozilla.org/mozilla-central/rev/bcf65c04b69c,CVE-2015-4489,bcf65c04b69cceb568b38e26fbcb4b1af8fbb6c3
1182778,https://hg.mozilla.org/mozilla-central/rev/c3df6435ad5e,CVE-2015-4518,c3df6435ad5ef600e39b41b5e230e76dbb4b4bd5
1184009,https://hg.mozilla.org/mozilla-central/rev/43e50f129af4,CVE-2015-4491,43e50f129af4ec22db4810366b8aa281c4aaed84
1184009,https://hg.mozilla.org/mozilla-central/rev/10e77092a656,CVE-2015-4491,10e77092a656b4800876c0233e2a188cf6f9eb6a
1184500,https://hg.mozilla.org/mozilla-central/rev/2db081ae3185,CVE-2015-4482,2db081ae318560fd9c8894acc6dc501fe84db6d0
1185115,https://hg.mozilla.org/mozilla-central/rev/c10dc4f9f3ec,CVE-2015-4479,c10dc4f9f3ecd7bc2311f2f946af0ad96b5b9183
1185256,https://hg.mozilla.org/mozilla-central/rev/c634c30551b0,CVE-2015-7207,c634c30551b04b8d214e7ae54c79af8d87b24445
1185820,https://hg.mozilla.org/mozilla-central/rev/13588e7747b1,CVE-2015-4492,13588e7747b115fed0b782c0da9a11dd0b069e79
1186718,https://hg.mozilla.org/mozilla-central/rev/a674c7019cb5,CVE-2015-4493,a674c7019cb567bd4f8696d274b6fbf146363a65
1186725,https://hg.mozilla.org/mozilla-central/rev/e5c33ca97b63,CVE-2015-7177,e5c33ca97b63199cb744e8b3feb74f991733f927
1188010,https://hg.mozilla.org/mozilla-central/rev/a11512671244,CVE-2015-7198,a11512671244c78ad2f892e396267efb54798ea1
1189082,https://hg.mozilla.org/mozilla-central/rev/5ee6279df679,CVE-2016-1942,5ee6279df6794f1a625ba240ee67ba5aed2ab00d
1189814,https://hg.mozilla.org/mozilla-central/rev/f19d55717b0a,CVE-2015-4519,f19d55717b0a0f41d6d74dd61a1eb66c4988e6b4
